run_id,sample_id,question,elapsed_seconds,faithfulness,answer_relevance,context_precision,context_recall
1,1,What are the global implications of the USA Supreme Court ruling on abortion?,76.42,0.5454545454545454,0.9204131478572001,0.99999999995,1.0
1,2,Which companies are the main contributors to GHG emissions and their role in global warming according to the Carbon Majors database?,82.26,0.07692307692307693,0.8456102681204191,0.5833333333041666,1.0
1,3,Which private companies in the Americas are the largest GHG emitters according to the Carbon Majors database?,57.93,0.3333333333333333,0.9686021917887907,0.3333333333,1.0
1,4,What action did Amnesty International urge its supporters to take in response to the killing of the Ogoni 9?,35.06,0.6,0.8538223112197234,0.49999999995,1.0
1,5,What are the recommendations made by Amnesty International to the Special Rapporteur on Human Rights Defenders?,75.61,0.24,0.9449484502313298,0.49999999995,1.0
1,6,Who are the target audience of the two books created by Amnesty International on child rights?,27.54,0.6666666666666666,0.9972285599560106,0.5833333333041666,1.0
1,7,"Which right guarantees access to comprehensive information about past human rights violations, including the identities of the perpetrators and the fate of the victims, as well as the circumstances surrounding the violations?",34.73,1.0,0.9626642204822362,0.9999999999666667,1.0
1,8,"Who has the right to be fully informed about human rights violations, including the identities of the perpetrators and the fate of the victims?",59.61,0.5882352941176471,0.7500969936960242,0.9999999999666667,1.0
1,9,When can individuals be found guilty under Article 207.3 of the Russian Criminal Code?,32.22,0.3333333333333333,0.587129333276938,0.49999999995,1.0
1,10,When does the prosecution consider statements contrary to the official position as 'false' under Article 207.3?,36.9,0.4,0.7057774998000751,0.9999999999,1.0
1,11,What factors have contributed to the decline of independent civil society organizations in Nicaragua?,77.66,0.8571428571428571,0.9697812113882418,0.5833333333041666,1.0
1,12,What conditions designate wetlands as Ramsar sites?,42.37,0.7272727272727273,0.8864300349246736,0.9999999999666667,1.0
1,13,Where was COP15 held in 2022?,27.06,1.0,0.9058930999165046,0.49999999995,0.0
1,14,What is the purpose of the agreement known as 30x30?,40.71,0.8888888888888888,0.7727310496615333,0.9999999999666667,1.0
1,15,Who failed to explicitly recognize Indigenous Peoples' lands and territories as a distinct category of protected area at COP15?,37.78,0.3333333333333333,0.84077903676158,0.8333333332916666,1.0
